
Iteration 1 | Loss 0.17329 | Acc 0.6250
Iteration 1030 | Loss 0.17329 | Acc 0.6875
Iteration 1031 | Loss 0.17329 | Acc 0.5625
Iteration 1032 | Loss 0.17329 | Acc 0.5000
Iteration 1033 | Loss 0.17329 | Acc 0.3750
Iteration 1034 | Loss 0.17329 | Acc 0.5000
Iteration 1035 | Loss 0.17329 | Acc 0.4375
Iteration 1036 | Loss 0.17329 | Acc 0.5000
Iteration 1037 | Loss 0.17329 | Acc 0.3750
Iteration 1038 | Loss 0.17329 | Acc 0.5000
Iteration 1039 | Loss 0.17329 | Acc 0.3750
Iteration 1040 | Loss 0.17329 | Acc 0.3750
Iteration 1041 | Loss 0.17329 | Acc 0.6250
Iteration 1042 | Loss 0.17329 | Acc 0.3750
Iteration 1043 | Loss 0.17329 | Acc 0.4375
Iteration 1044 | Loss 0.17329 | Acc 0.6875
Iteration 1045 | Loss 0.17329 | Acc 0.3125
Iteration 1046 | Loss 0.17329 | Acc 0.6875
Iteration 1047 | Loss 0.17329 | Acc 0.3750
Iteration 1048 | Loss 0.17329 | Acc 0.5000
Iteration 1049 | Loss 0.17329 | Acc 0.2500
Iteration 1050 | Loss 0.17329 | Acc 0.5625
Iteration 1051 | Loss 0.17329 | Acc 0.5625
Iteration 1052 | Loss 0.17329 | Acc 0.5000
Iteration 1053 | Loss 0.17329 | Acc 0.7500
Iteration 1054 | Loss 0.17329 | Acc 0.4375
Iteration 1055 | Loss 0.17329 | Acc 0.5000
Iteration 1056 | Loss 0.17329 | Acc 0.6875
Iteration 1057 | Loss 0.17329 | Acc 0.5625
Iteration 1058 | Loss 0.17329 | Acc 0.5625
Iteration 1059 | Loss 0.17329 | Acc 0.6250
Iteration 1060 | Loss 0.17329 | Acc 0.4375
Iteration 1061 | Loss 0.17329 | Acc 0.3750
Iteration 1062 | Loss 0.17329 | Acc 0.3750
Iteration 1063 | Loss 0.17329 | Acc 0.2500
Iteration 1064 | Loss 0.17329 | Acc 0.6250
Iteration 1065 | Loss 0.17329 | Acc 0.5625
Iteration 1066 | Loss 0.17329 | Acc 0.5000
Iteration 1067 | Loss 0.17329 | Acc 0.3750
Iteration 1068 | Loss 0.17329 | Acc 0.7500
Iteration 1069 | Loss 0.17329 | Acc 0.3750
Iteration 1070 | Loss 0.17329 | Acc 0.5000
Iteration 1071 | Loss 0.17329 | Acc 0.6250
Iteration 1072 | Loss 0.17329 | Acc 0.3750
Iteration 1073 | Loss 0.17329 | Acc 0.4375
Iteration 1074 | Loss 0.17329 | Acc 0.5625
Iteration 1075 | Loss 0.17329 | Acc 0.5625
Iteration 1076 | Loss 0.17329 | Acc 0.5625
Iteration 1077 | Loss 0.17329 | Acc 0.4375
Validation - Iteration 1077 | Loss 0.69315 | Acc 0.6176
Iteration 1078 | Loss 0.17329 | Acc 0.3125
Iteration 1079 | Loss 0.17329 | Acc 0.7500
Iteration 1080 | Loss 0.17329 | Acc 0.6250
Iteration 1081 | Loss 0.17329 | Acc 0.3750
Iteration 1082 | Loss 0.17329 | Acc 0.6250
Iteration 1083 | Loss 0.17329 | Acc 0.6875
Iteration 1084 | Loss 0.17329 | Acc 0.3125
Iteration 1085 | Loss 0.17329 | Acc 0.4375
Iteration 1086 | Loss 0.17329 | Acc 0.5000
Iteration 1087 | Loss 0.17329 | Acc 0.5000
Iteration 1088 | Loss 0.17329 | Acc 0.7500
Iteration 1089 | Loss 0.17329 | Acc 0.4375
Iteration 1090 | Loss 0.17329 | Acc 0.8125
Iteration 1091 | Loss 0.17329 | Acc 0.4375
Iteration 1092 | Loss 0.17329 | Acc 0.5625
Iteration 1093 | Loss 0.17329 | Acc 0.5000
Iteration 1094 | Loss 0.17329 | Acc 0.5000
Iteration 1095 | Loss 0.17329 | Acc 0.4375
Iteration 1096 | Loss 0.17329 | Acc 0.6875
Iteration 1097 | Loss 0.17329 | Acc 0.7500
Iteration 1098 | Loss 0.17329 | Acc 0.5625
Iteration 1099 | Loss 0.17329 | Acc 0.3750
Iteration 1100 | Loss 0.17329 | Acc 0.4375
Iteration 1101 | Loss 0.17329 | Acc 0.4375
Iteration 1102 | Loss 0.17329 | Acc 0.6250
Iteration 1103 | Loss 0.17329 | Acc 0.6875
Iteration 1104 | Loss 0.17329 | Acc 0.4375
Iteration 1105 | Loss 0.17329 | Acc 0.6250
Iteration 1106 | Loss 0.17329 | Acc 0.7500
Iteration 1107 | Loss 0.17329 | Acc 0.5000
Iteration 1108 | Loss 0.17329 | Acc 0.5000
Iteration 1109 | Loss 0.17329 | Acc 0.5625
Iteration 1110 | Loss 0.17329 | Acc 0.4375
Iteration 1111 | Loss 0.17329 | Acc 0.3750
Iteration 1112 | Loss 0.17329 | Acc 0.3750
Iteration 1113 | Loss 0.17329 | Acc 0.5625
Iteration 1114 | Loss 0.17329 | Acc 0.5000
Iteration 1115 | Loss 0.17329 | Acc 0.6250
Iteration 1116 | Loss 0.17329 | Acc 0.6250
Iteration 1117 | Loss 0.17329 | Acc 0.3750
Iteration 1118 | Loss 0.17329 | Acc 0.3750
Iteration 1119 | Loss 0.17329 | Acc 0.5625
Iteration 1120 | Loss 0.17329 | Acc 0.6250
Iteration 1121 | Loss 0.17329 | Acc 0.6250
Iteration 1122 | Loss 0.17329 | Acc 0.7500
Iteration 1123 | Loss 0.17329 | Acc 0.3125
Iteration 1124 | Loss 0.17329 | Acc 0.6250
Iteration 1125 | Loss 0.17329 | Acc 0.5000
Iteration 1126 | Loss 0.17329 | Acc 0.6250
Iteration 1127 | Loss 0.17329 | Acc 0.6875
Iteration 1128 | Loss 0.17329 | Acc 0.5625
Iteration 1129 | Loss 0.17329 | Acc 0.4375
Iteration 1130 | Loss 0.17329 | Acc 0.5000
Iteration 1131 | Loss 0.17329 | Acc 0.5625
Iteration 1132 | Loss 0.17329 | Acc 0.6250
Iteration 1133 | Loss 0.17329 | Acc 0.3750
Iteration 1134 | Loss 0.17329 | Acc 0.5000
Iteration 1135 | Loss 0.17329 | Acc 0.4375
Iteration 1136 | Loss 0.17329 | Acc 0.5000
Iteration 1137 | Loss 0.17329 | Acc 0.3750
Iteration 1138 | Loss 0.17329 | Acc 0.7500
Iteration 1139 | Loss 0.17329 | Acc 0.6875
Iteration 1140 | Loss 0.17329 | Acc 0.4375
Iteration 1141 | Loss 0.17329 | Acc 0.6875
Iteration 1142 | Loss 0.17329 | Acc 0.4375
Iteration 1143 | Loss 0.17329 | Acc 0.5000
Iteration 1144 | Loss 0.17329 | Acc 0.3125
Iteration 1145 | Loss 0.17329 | Acc 0.6250
Iteration 1146 | Loss 0.17329 | Acc 0.4375
Iteration 1147 | Loss 0.17329 | Acc 0.3125
Iteration 1148 | Loss 0.17329 | Acc 0.3750
Iteration 1149 | Loss 0.17329 | Acc 0.4375
Iteration 1150 | Loss 0.17329 | Acc 0.5625
Iteration 1151 | Loss 0.17329 | Acc 0.5000
Iteration 1152 | Loss 0.17329 | Acc 0.6875
Iteration 1153 | Loss 0.17329 | Acc 0.6250
Iteration 1154 | Loss 0.17329 | Acc 0.5625
Iteration 1155 | Loss 0.17329 | Acc 0.5000
Iteration 1156 | Loss 0.17329 | Acc 0.6875
Iteration 1157 | Loss 0.17329 | Acc 0.3750
Iteration 1158 | Loss 0.17329 | Acc 0.5000
Iteration 1159 | Loss 0.17329 | Acc 0.5000
Iteration 1160 | Loss 0.17329 | Acc 0.4375
Iteration 1161 | Loss 0.17329 | Acc 0.5625
Iteration 1162 | Loss 0.17329 | Acc 0.5000
Iteration 1163 | Loss 0.17329 | Acc 0.5625
Iteration 1164 | Loss 0.17329 | Acc 0.4375
Iteration 1165 | Loss 0.17329 | Acc 0.3750
Iteration 1166 | Loss 0.17329 | Acc 0.6250
Iteration 1167 | Loss 0.17329 | Acc 0.3750
Iteration 1168 | Loss 0.17329 | Acc 0.3750
Iteration 1169 | Loss 0.17329 | Acc 0.5625
Iteration 1170 | Loss 0.17329 | Acc 0.6250
Iteration 1171 | Loss 0.17329 | Acc 0.3750
Iteration 1172 | Loss 0.17329 | Acc 0.2500
Iteration 1173 | Loss 0.17329 | Acc 0.3750
Iteration 1174 | Loss 0.17329 | Acc 0.5000
Iteration 1175 | Loss 0.17329 | Acc 0.6250
Iteration 1176 | Loss 0.17329 | Acc 0.8125
Iteration 1177 | Loss 0.17329 | Acc 0.7500
Iteration 1178 | Loss 0.17329 | Acc 0.4375
Iteration 1179 | Loss 0.17329 | Acc 0.5625
Iteration 1180 | Loss 0.17329 | Acc 0.5625
Iteration 1181 | Loss 0.17329 | Acc 0.4375
Iteration 1182 | Loss 0.17329 | Acc 0.5000
Iteration 1183 | Loss 0.17329 | Acc 0.5000
Iteration 1184 | Loss 0.17329 | Acc 0.5625
Iteration 1185 | Loss 0.17329 | Acc 0.3125
Iteration 1186 | Loss 0.17329 | Acc 0.7500
Iteration 1187 | Loss 0.17329 | Acc 0.5000
Iteration 1188 | Loss 0.17329 | Acc 0.5625
Iteration 1189 | Loss 0.17329 | Acc 0.6250
Iteration 1190 | Loss 0.17329 | Acc 0.5000
Iteration 1191 | Loss 0.17329 | Acc 0.5625
Iteration 1192 | Loss 0.17329 | Acc 0.6875
Iteration 1193 | Loss 0.17329 | Acc 0.6250
Iteration 1194 | Loss 0.17329 | Acc 0.5000
Iteration 1195 | Loss 0.17329 | Acc 0.5625
Iteration 1196 | Loss 0.17329 | Acc 0.4375
Iteration 1197 | Loss 0.17329 | Acc 0.6875
Iteration 1198 | Loss 0.17329 | Acc 0.5000
Iteration 1199 | Loss 0.17329 | Acc 0.5000
Iteration 1200 | Loss 0.17329 | Acc 0.1875
Iteration 1201 | Loss 0.17329 | Acc 0.6875
Iteration 1202 | Loss 0.17329 | Acc 0.4375
Iteration 1203 | Loss 0.17329 | Acc 0.6875
Iteration 1204 | Loss 0.17329 | Acc 0.5000
Iteration 1205 | Loss 0.17329 | Acc 0.5625
Iteration 1206 | Loss 0.17329 | Acc 0.3750
Iteration 1207 | Loss 0.17329 | Acc 0.4375
Iteration 1208 | Loss 0.17329 | Acc 0.4375
Iteration 1209 | Loss 0.17329 | Acc 0.6250
Iteration 1210 | Loss 0.17329 | Acc 0.6250
Iteration 1211 | Loss 0.17329 | Acc 0.3750
Iteration 1212 | Loss 0.17329 | Acc 0.5625
Iteration 1213 | Loss 0.17329 | Acc 0.3750
Iteration 1214 | Loss 0.17329 | Acc 0.6250
Iteration 1215 | Loss 0.17329 | Acc 0.4375
Iteration 1216 | Loss 0.17329 | Acc 0.6250
Iteration 1217 | Loss 0.17329 | Acc 0.6250
Iteration 1218 | Loss 0.17329 | Acc 0.3750
Iteration 1219 | Loss 0.17329 | Acc 0.5625
Iteration 1220 | Loss 0.17329 | Acc 0.5000
Iteration 1221 | Loss 0.17329 | Acc 0.3750
Iteration 1222 | Loss 0.17329 | Acc 0.5625
Iteration 1223 | Loss 0.17329 | Acc 0.4375
Iteration 1224 | Loss 0.17329 | Acc 0.5625
Iteration 1225 | Loss 0.17329 | Acc 0.5000
Iteration 1226 | Loss 0.17329 | Acc 0.4375
Iteration 1227 | Loss 0.17329 | Acc 0.6250
Iteration 1228 | Loss 0.17329 | Acc 0.5000
Iteration 1229 | Loss 0.17329 | Acc 0.4375
Iteration 1230 | Loss 0.17329 | Acc 0.6250
Iteration 1231 | Loss 0.17329 | Acc 0.5625
Iteration 1232 | Loss 0.17329 | Acc 0.3125
Iteration 1233 | Loss 0.17329 | Acc 0.5000
Iteration 1234 | Loss 0.17329 | Acc 0.6875
Iteration 1235 | Loss 0.17329 | Acc 0.6250
Iteration 1236 | Loss 0.17329 | Acc 0.5000
Iteration 1237 | Loss 0.17329 | Acc 0.6250
Iteration 1238 | Loss 0.17329 | Acc 0.5625
Iteration 1239 | Loss 0.17329 | Acc 0.5625
Iteration 1240 | Loss 0.17329 | Acc 0.4375
Iteration 1241 | Loss 0.17329 | Acc 0.4375
Iteration 1242 | Loss 0.17329 | Acc 0.3125
Iteration 1243 | Loss 0.17329 | Acc 0.5000
Iteration 1244 | Loss 0.17329 | Acc 0.4375
Iteration 1245 | Loss 0.17329 | Acc 0.4375
Iteration 1246 | Loss 0.17329 | Acc 0.5000
Iteration 1247 | Loss 0.17329 | Acc 0.3750
Iteration 1248 | Loss 0.17329 | Acc 0.5625
Iteration 1249 | Loss 0.17329 | Acc 0.3750
Iteration 1250 | Loss 0.17329 | Acc 0.4375
Iteration 1251 | Loss 0.17329 | Acc 0.1875
Iteration 1252 | Loss 0.17329 | Acc 0.4375
Iteration 1253 | Loss 0.17329 | Acc 0.4375
Iteration 1254 | Loss 0.17329 | Acc 0.3750
Iteration 1255 | Loss 0.17329 | Acc 0.4375
Iteration 1256 | Loss 0.17329 | Acc 0.8125
Iteration 1257 | Loss 0.17329 | Acc 0.5000
Iteration 1258 | Loss 0.17329 | Acc 0.6250
Iteration 1259 | Loss 0.17329 | Acc 0.3750
Iteration 1260 | Loss 0.17329 | Acc 0.5625
Iteration 1261 | Loss 0.17329 | Acc 0.6875
Iteration 1262 | Loss 0.17329 | Acc 0.5625
Iteration 1263 | Loss 0.17329 | Acc 0.6875
Iteration 1264 | Loss 0.17329 | Acc 0.6250
Iteration 1265 | Loss 0.17329 | Acc 0.6875
Iteration 1266 | Loss 0.17329 | Acc 0.5625
Iteration 1267 | Loss 0.17329 | Acc 0.6875
Iteration 1268 | Loss 0.17329 | Acc 0.5000
Iteration 1269 | Loss 0.17329 | Acc 0.5625
Iteration 1270 | Loss 0.17329 | Acc 0.6875
Iteration 1271 | Loss 0.17329 | Acc 0.6250
Iteration 1272 | Loss 0.17329 | Acc 0.5625
Iteration 1273 | Loss 0.17329 | Acc 0.6250
Iteration 1274 | Loss 0.17329 | Acc 0.5000
Iteration 1275 | Loss 0.17329 | Acc 0.4375
Iteration 1276 | Loss 0.17329 | Acc 0.5625
Iteration 1277 | Loss 0.17329 | Acc 0.4375
Iteration 1278 | Loss 0.17329 | Acc 0.5625
Iteration 1279 | Loss 0.17329 | Acc 0.6250
Iteration 1280 | Loss 0.17329 | Acc 0.3125
Iteration 1281 | Loss 0.17329 | Acc 0.4375
Iteration 1282 | Loss 0.17329 | Acc 0.6875
Iteration 1283 | Loss 0.17329 | Acc 0.3125
Iteration 1284 | Loss 0.17329 | Acc 0.3750
Iteration 1285 | Loss 0.17329 | Acc 0.4375
Iteration 1286 | Loss 0.17329 | Acc 0.3125
Iteration 1287 | Loss 0.17329 | Acc 0.5000
Iteration 1288 | Loss 0.17329 | Acc 0.6250
Iteration 1289 | Loss 0.17329 | Acc 0.6875
Iteration 1290 | Loss 0.17329 | Acc 0.6875
Iteration 1291 | Loss 0.17329 | Acc 0.5625
Iteration 1292 | Loss 0.17329 | Acc 0.6875
Iteration 1293 | Loss 0.17329 | Acc 0.4375
Iteration 1294 | Loss 0.17329 | Acc 0.5000
Iteration 1295 | Loss 0.17329 | Acc 0.6250
Iteration 1296 | Loss 0.17329 | Acc 0.6875
Iteration 1297 | Loss 0.17329 | Acc 0.6875
Iteration 1298 | Loss 0.17329 | Acc 0.6875
Iteration 1299 | Loss 0.17329 | Acc 0.6250
Iteration 1300 | Loss 0.17329 | Acc 0.5000
Iteration 1301 | Loss 0.17329 | Acc 0.5000
Iteration 1302 | Loss 0.17329 | Acc 0.3750
Iteration 1303 | Loss 0.17329 | Acc 0.4375
Iteration 1304 | Loss 0.17329 | Acc 0.7500
Iteration 1305 | Loss 0.17329 | Acc 0.6250
Iteration 1306 | Loss 0.17329 | Acc 0.6875
Iteration 1307 | Loss 0.17329 | Acc 0.5625
Iteration 1308 | Loss 0.17329 | Acc 0.5625
Iteration 1309 | Loss 0.17329 | Acc 0.5625
Iteration 1310 | Loss 0.17329 | Acc 0.5625
Iteration 1311 | Loss 0.17329 | Acc 0.3750
Iteration 1312 | Loss 0.17329 | Acc 0.5000
Iteration 1313 | Loss 0.17329 | Acc 0.5000
Iteration 1314 | Loss 0.17329 | Acc 0.5625
Iteration 1315 | Loss 0.17329 | Acc 0.5625
Iteration 1316 | Loss 0.17329 | Acc 0.6250
Iteration 1317 | Loss 0.17329 | Acc 0.5625
Iteration 1318 | Loss 0.17329 | Acc 0.6250
Iteration 1319 | Loss 0.17329 | Acc 0.5000
Iteration 1320 | Loss 0.17329 | Acc 0.5000
Iteration 1321 | Loss 0.17329 | Acc 0.6250
Iteration 1322 | Loss 0.17329 | Acc 0.3750
Iteration 1323 | Loss 0.17329 | Acc 0.5000
Iteration 1324 | Loss 0.17329 | Acc 0.5000
Iteration 1325 | Loss 0.17329 | Acc 0.2500
Iteration 1326 | Loss 0.17329 | Acc 0.4375
Iteration 1327 | Loss 0.17329 | Acc 0.3125
Iteration 1328 | Loss 0.17329 | Acc 0.5625
Iteration 1329 | Loss 0.17329 | Acc 0.5000
Iteration 1330 | Loss 0.17329 | Acc 0.3750
Iteration 1331 | Loss 0.17329 | Acc 0.5625
Iteration 1332 | Loss 0.17329 | Acc 0.4375
Iteration 1333 | Loss 0.17329 | Acc 0.5625
Iteration 1334 | Loss 0.17329 | Acc 0.4375
Iteration 1335 | Loss 0.17329 | Acc 0.3125
Iteration 1336 | Loss 0.17329 | Acc 0.3750
Iteration 1337 | Loss 0.17329 | Acc 0.7500
Iteration 1338 | Loss 0.17329 | Acc 0.6250
Iteration 1339 | Loss 0.17329 | Acc 0.6875
Iteration 1340 | Loss 0.17329 | Acc 0.6250
Iteration 1341 | Loss 0.17329 | Acc 0.4375
Iteration 1342 | Loss 0.17329 | Acc 0.4375
Iteration 1343 | Loss 0.17329 | Acc 0.6250
Iteration 1344 | Loss 0.17329 | Acc 0.6250
Iteration 1345 | Loss 0.17329 | Acc 0.5625
Iteration 1346 | Loss 0.17329 | Acc 0.3125
Iteration 1347 | Loss 0.17329 | Acc 0.2500
Iteration 1348 | Loss 0.17329 | Acc 0.4375
Iteration 1349 | Loss 0.17329 | Acc 0.5625
Iteration 1350 | Loss 0.17329 | Acc 0.7500
Iteration 1351 | Loss 0.17329 | Acc 0.5625
Iteration 1352 | Loss 0.17329 | Acc 0.5000
Iteration 1353 | Loss 0.17329 | Acc 0.7500
Iteration 1354 | Loss 0.17329 | Acc 0.6250
Iteration 1355 | Loss 0.17329 | Acc 0.6250
Iteration 1356 | Loss 0.17329 | Acc 0.5625
Iteration 1357 | Loss 0.17329 | Acc 0.6250
Iteration 1358 | Loss 0.17329 | Acc 0.6875
Iteration 1359 | Loss 0.17329 | Acc 0.6875
Iteration 1360 | Loss 0.17329 | Acc 0.4375
Iteration 1361 | Loss 0.17329 | Acc 0.5000
Iteration 1362 | Loss 0.17329 | Acc 0.5625
Iteration 1363 | Loss 0.17329 | Acc 0.5000
Iteration 1364 | Loss 0.17329 | Acc 0.6250
Iteration 1365 | Loss 0.17329 | Acc 0.3125
Iteration 1366 | Loss 0.17329 | Acc 0.5000
Iteration 1367 | Loss 0.17329 | Acc 0.3750
Iteration 1368 | Loss 0.17329 | Acc 0.3750
Iteration 1369 | Loss 0.17329 | Acc 0.6250
Iteration 1370 | Loss 0.17329 | Acc 0.2500
Iteration 1371 | Loss 0.17329 | Acc 0.5625
Iteration 1372 | Loss 0.17329 | Acc 0.5625
Iteration 1373 | Loss 0.17329 | Acc 0.6250
Iteration 1374 | Loss 0.17329 | Acc 0.5000
Iteration 1375 | Loss 0.17329 | Acc 0.4375
Iteration 1376 | Loss 0.17329 | Acc 0.5000
Iteration 1377 | Loss 0.17329 | Acc 0.6250
Iteration 1378 | Loss 0.17329 | Acc 0.5000
Iteration 1379 | Loss 0.17329 | Acc 0.5625
Iteration 1380 | Loss 0.17329 | Acc 0.2500
Iteration 1381 | Loss 0.17329 | Acc 0.5625
Iteration 1382 | Loss 0.17329 | Acc 0.6250
Iteration 1383 | Loss 0.17329 | Acc 0.4375
Iteration 1384 | Loss 0.17329 | Acc 0.5625
Iteration 1385 | Loss 0.17329 | Acc 0.1875
Iteration 1386 | Loss 0.17329 | Acc 0.5000
Iteration 1387 | Loss 0.17329 | Acc 0.3750
Iteration 1388 | Loss 0.17329 | Acc 0.4375
Iteration 1389 | Loss 0.17329 | Acc 0.3125
Iteration 1390 | Loss 0.17329 | Acc 0.5625
Iteration 1391 | Loss 0.17329 | Acc 0.4375
Iteration 1392 | Loss 0.17329 | Acc 0.5625
Iteration 1393 | Loss 0.17329 | Acc 0.5000
Iteration 1394 | Loss 0.17329 | Acc 0.5625
Iteration 1395 | Loss 0.17329 | Acc 0.4375
Iteration 1396 | Loss 0.17329 | Acc 0.4375
Iteration 1397 | Loss 0.17329 | Acc 0.5625
Iteration 1398 | Loss 0.17329 | Acc 0.5000
Iteration 1399 | Loss 0.17329 | Acc 0.5000
Iteration 1400 | Loss 0.17329 | Acc 0.3125
Iteration 1401 | Loss 0.17329 | Acc 0.8125
Iteration 1402 | Loss 0.17329 | Acc 0.4375
Iteration 1403 | Loss 0.17329 | Acc 0.5000
Iteration 1404 | Loss 0.17329 | Acc 0.1875
Iteration 1405 | Loss 0.17329 | Acc 0.4375
Iteration 1406 | Loss 0.17329 | Acc 0.4375
Iteration 1407 | Loss 0.17329 | Acc 0.4375
Iteration 1408 | Loss 0.17329 | Acc 0.5625
Iteration 1409 | Loss 0.17329 | Acc 0.3125
Iteration 1410 | Loss 0.17329 | Acc 0.4375
Iteration 1411 | Loss 0.17329 | Acc 0.5000
Iteration 1412 | Loss 0.17329 | Acc 0.5625
Iteration 1413 | Loss 0.17329 | Acc 0.4375
Iteration 1414 | Loss 0.17329 | Acc 0.4375
Iteration 1415 | Loss 0.17329 | Acc 0.4375
Iteration 1416 | Loss 0.17329 | Acc 0.6875
Iteration 1417 | Loss 0.17329 | Acc 0.3750
Iteration 1418 | Loss 0.17329 | Acc 0.3750
Iteration 1419 | Loss 0.17329 | Acc 0.5625
Iteration 1420 | Loss 0.17329 | Acc 0.3125
Iteration 1421 | Loss 0.17329 | Acc 0.5000
Iteration 1422 | Loss 0.17329 | Acc 0.3750
Iteration 1423 | Loss 0.17329 | Acc 0.6875
Iteration 1424 | Loss 0.17329 | Acc 0.5625
Iteration 1425 | Loss 0.17329 | Acc 0.5000
Iteration 1426 | Loss 0.17329 | Acc 0.5625
Iteration 1427 | Loss 0.17329 | Acc 0.4375
Iteration 1428 | Loss 0.17329 | Acc 0.6875
Iteration 1429 | Loss 0.17329 | Acc 0.6250
Iteration 1430 | Loss 0.17329 | Acc 0.4375
Iteration 1431 | Loss 0.17329 | Acc 0.6250
Iteration 1432 | Loss 0.17329 | Acc 0.4375
Iteration 1433 | Loss 0.17329 | Acc 0.6250
Iteration 1434 | Loss 0.17329 | Acc 0.5000
Iteration 1435 | Loss 0.17329 | Acc 0.5625
Iteration 1436 | Loss 0.17329 | Acc 0.5625
Iteration 1437 | Loss 0.17329 | Acc 0.6875
Validation - Iteration 1437 | Loss 0.69315 | Acc 0.6195
Iteration 1438 | Loss 0.17329 | Acc 0.6875
Iteration 1439 | Loss 0.17329 | Acc 0.5625
Iteration 1440 | Loss 0.17329 | Acc 0.5000
Iteration 1441 | Loss 0.17329 | Acc 0.6250
Iteration 1442 | Loss 0.17329 | Acc 0.5000
Iteration 1443 | Loss 0.17329 | Acc 0.6250
Iteration 1444 | Loss 0.17329 | Acc 0.6250
Iteration 1445 | Loss 0.17329 | Acc 0.4375
Iteration 1446 | Loss 0.17329 | Acc 0.4375
Iteration 1447 | Loss 0.17329 | Acc 0.6875
Iteration 1448 | Loss 0.17329 | Acc 0.4375
Iteration 1449 | Loss 0.17329 | Acc 0.6250
Iteration 1450 | Loss 0.17329 | Acc 0.6875
Iteration 1451 | Loss 0.17329 | Acc 0.3750
Iteration 1452 | Loss 0.17329 | Acc 0.5625
Iteration 1453 | Loss 0.17329 | Acc 0.4375
Iteration 1454 | Loss 0.17329 | Acc 0.5000
Iteration 1455 | Loss 0.17329 | Acc 0.3750
Iteration 1456 | Loss 0.17329 | Acc 0.6875
Iteration 1457 | Loss 0.17329 | Acc 0.6875
Iteration 1458 | Loss 0.17329 | Acc 0.5625
Iteration 1459 | Loss 0.17329 | Acc 0.8125
Iteration 1460 | Loss 0.17329 | Acc 0.6875
Iteration 1461 | Loss 0.17329 | Acc 0.5625
Iteration 1462 | Loss 0.17329 | Acc 0.5625
Iteration 1463 | Loss 0.17329 | Acc 0.4375
Iteration 1464 | Loss 0.17329 | Acc 0.5625
Iteration 1465 | Loss 0.17329 | Acc 0.4375
Iteration 1466 | Loss 0.17329 | Acc 0.5625
Iteration 1467 | Loss 0.17329 | Acc 0.6875
Iteration 1468 | Loss 0.17329 | Acc 0.7500
Iteration 1469 | Loss 0.17329 | Acc 0.5000
Iteration 1470 | Loss 0.17329 | Acc 0.4375
Iteration 1471 | Loss 0.17329 | Acc 0.5000
Iteration 1472 | Loss 0.17329 | Acc 0.5625
Iteration 1473 | Loss 0.17329 | Acc 0.2500
Iteration 1474 | Loss 0.17329 | Acc 0.4375
Iteration 1475 | Loss 0.17329 | Acc 0.5625
Iteration 1476 | Loss 0.17329 | Acc 0.5625
Iteration 1477 | Loss 0.17329 | Acc 0.5000
Iteration 1478 | Loss 0.17329 | Acc 0.5625
Iteration 1479 | Loss 0.17329 | Acc 0.5625
Iteration 1480 | Loss 0.17329 | Acc 0.5625
Iteration 1481 | Loss 0.17329 | Acc 0.4375
Iteration 1482 | Loss 0.17329 | Acc 0.4375
Iteration 1483 | Loss 0.17329 | Acc 0.1250
Iteration 1484 | Loss 0.17329 | Acc 0.4375
Iteration 1485 | Loss 0.17329 | Acc 0.4375
Iteration 1486 | Loss 0.17329 | Acc 0.5625
Iteration 1487 | Loss 0.17329 | Acc 0.3125
Iteration 1488 | Loss 0.17329 | Acc 0.5625
Iteration 1489 | Loss 0.17329 | Acc 0.7500
Iteration 1490 | Loss 0.17329 | Acc 0.6250
Iteration 1491 | Loss 0.17329 | Acc 0.3750
Iteration 1492 | Loss 0.17329 | Acc 0.3750
Iteration 1493 | Loss 0.17329 | Acc 0.5625
Iteration 1494 | Loss 0.17329 | Acc 0.5625
Iteration 1495 | Loss 0.17329 | Acc 0.1875
Iteration 1496 | Loss 0.17329 | Acc 0.5000
Iteration 1497 | Loss 0.17329 | Acc 0.3750
Iteration 1498 | Loss 0.17329 | Acc 0.5625
Iteration 1499 | Loss 0.17329 | Acc 0.5625
Iteration 1500 | Loss 0.17329 | Acc 0.5000
Iteration 1501 | Loss 0.17329 | Acc 0.3125
Iteration 1502 | Loss 0.17329 | Acc 0.3125
Iteration 1503 | Loss 0.17329 | Acc 0.3750
Iteration 1504 | Loss 0.17329 | Acc 0.8125
Iteration 1505 | Loss 0.17329 | Acc 0.6250
Iteration 1506 | Loss 0.17329 | Acc 0.5000
Iteration 1507 | Loss 0.17329 | Acc 0.3750
Iteration 1508 | Loss 0.17329 | Acc 0.3750
Iteration 1509 | Loss 0.17329 | Acc 0.6875
Iteration 1510 | Loss 0.17329 | Acc 0.3750
Iteration 1511 | Loss 0.17329 | Acc 0.6875
Iteration 1512 | Loss 0.17329 | Acc 0.5000
Iteration 1513 | Loss 0.17329 | Acc 0.6250
Iteration 1514 | Loss 0.17329 | Acc 0.5625
Iteration 1515 | Loss 0.17329 | Acc 0.5000
Iteration 1516 | Loss 0.17329 | Acc 0.4375
Iteration 1517 | Loss 0.17329 | Acc 0.6875
Iteration 1518 | Loss 0.17329 | Acc 0.4375
Iteration 1519 | Loss 0.17329 | Acc 0.6250
Iteration 1520 | Loss 0.17329 | Acc 0.6875
Iteration 1521 | Loss 0.17329 | Acc 0.6250
Iteration 1522 | Loss 0.17329 | Acc 0.5625
Iteration 1523 | Loss 0.17329 | Acc 0.5000
Iteration 1524 | Loss 0.17329 | Acc 0.3125
Iteration 1525 | Loss 0.17329 | Acc 0.3750
